player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Aaron Ramsdale,Newcastle,GKP,4.8,8,1,1.3,0.9,0,0,463,0,9,0,0,0,7,0,0,0,73.8,10.0,0.0,8.4,1.3,0,0.3,1.7,85381,92602,921,1541,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,6.69,5,0,5,43,0,0.0,,308,27,380,9,691,74,372,27,,,,,,,0.0,1.36,0.0,0.0,1.3,1.75,350,14,253,19,385,29,188,26,0.97,0.0
Matt Doherty,Wolves,DEF,4.4,8,1,1.3,0.1,0,0,448,1,8,0,0,0,0,4,0,0,70.4,37.7,12.0,12.1,1.0,0,0.2,1.8,4189,17805,34,53,-0.1,0.1,0.0,0.0,0.09,0.11,0.2,7.18,6,11,26,17,37,7.43,,310,116,298,95,347,121,345,118,,,,,,,0.02,0.0,0.02,0.04,1.44,1.61,493,101,282,102,382,136,489,178,1.21,0.2
Douglas Luiz Douglas Luiz,Nott'm Forest,MID,4.9,8,0,1.6,0.0,0,1,190,0,5,0,0,0,0,1,0,0,27.8,47.1,10.0,8.5,0.2,0,0.0,1.6,13536,13553,138,40,-0.1,0.1,0.0,0.0,0.02,0.48,0.5,2.29,4,4,5,10,19,9.0,,387,176,278,159,353,180,371,176,1.0,,,,,,0.01,0.0,0.23,0.24,1.08,2.37,311,190,395,187,341,156,593,225,1.89,0.0
James Justin,Leeds,DEF,3.9,8,1,0.9,0.2,0,0,159,0,4,0,0,0,0,1,0,0,37.0,1.9,4.0,4.3,0.7,0,0.2,2.1,34693,21775,210,186,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,5.11,1,1,17,11,18,10.19,,370,138,413,150,383,139,404,144,,,,,,,0.0,0.0,0.0,0.0,2.89,2.26,707,206,316,110,456,154,345,126,0.57,0.0
Ethan Nwaneri,Arsenal,MID,5.1,8,0,1.3,0.1,0,0,165,1,0,0,0,0,0,0,0,0,8.6,22.5,24.0,5.4,0.2,0,0.0,1.6,12031,33596,88,151,-0.4,0.4,0.0,0.0,0.23,0.08,0.31,0.73,0,2,1,10,13,7.09,,421,191,338,182,312,165,393,183,,,,,,,0.13,0.0,0.04,0.17,0.4,0.0,238,146,399,191,386,175,422,137,0.0,0.55
Nicolás Dominguez,Nott'm Forest,MID,5.0,8,0,1.1,0.0,0,0,244,1,4,0,0,0,0,1,0,0,39.2,76.9,7.0,12.4,1.0,0,0.2,1.6,1245,1333,7,39,0.0,0.0,0.0,0.0,0.34,0.21,0.55,3.21,4,9,7,9,25,9.22,Knee injury - 75% chance of playing,365,163,213,135,370,188,341,164,3.0,,,,,,0.13,0.0,0.08,0.21,1.18,1.48,257,159,289,133,399,182,686,290,1.48,0.37
Ben Gannon-Doak,Bournemouth,MID,4.8,7,0,1.8,0.0,0,1,53,0,1,0,0,0,0,0,0,0,21.2,14.0,11.0,4.7,0.0,0,0.0,1.5,4500,7627,2,27,-0.2,0.2,0.0,0.0,0.09,0.09,0.18,2.66,0,2,1,0,3,5.09,Hamstring injury - Unknown return date,399,179,360,187,349,178,400,184,,,,,,,0.15,0.0,0.15,0.3,4.52,1.7,361,225,684,287,311,140,616,243,0.0,0.0
Endo Endo,Liverpool,MID,4.9,7,0,1.4,0.1,0,1,43,0,4,0,0,0,0,1,0,0,31.2,11.1,0.0,4.2,0.2,0,0.0,1.4,6518,13700,3,96,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.98,0,4,3,0,7,14.65,Ankle injury - Unknown return date,380,170,367,190,699,299,406,187,,,,,,,0.0,0.0,0.0,0.0,4.14,8.37,290,180,393,186,374,171,482,164,0.0,0.0
Tyler Dibling,Everton,MID,5.3,7,1,0.9,0.0,0,0,97,0,1,0,0,0,0,1,0,0,18.0,14.8,6.0,3.7,0.7,0,0.1,1.3,5087,4416,82,44,-0.2,0.2,0.0,0.0,0.0,0.01,0.01,1.74,1,6,3,9,18,16.7,,405,182,357,185,377,190,411,189,,,,,,,0.0,0.0,0.01,0.01,1.61,0.93,202,123,330,154,457,218,637,259,0.93,0.0
Arnaud Kalimuendo,Nott'm Forest,FWD,6.0,7,0,1.0,0.1,0,0,81,0,3,0,0,0,0,0,0,0,3.8,17.7,22.0,4.3,0.2,0,0.0,1.2,14094,14090,176,209,0.0,0.0,0.0,0.0,0.35,0.02,0.37,1.57,0,1,1,3,5,5.56,,441,49,349,42,316,48,405,47,,,,,,,0.39,0.0,0.02,0.41,1.74,3.33,89,27,406,46,452,52,418,61,0.0,0.0
José José Sá,Wolves,GKP,4.2,7,2,1.4,1.0,0,0,450,0,13,0,0,0,9,0,0,0,79.8,10.0,0.0,9.1,0.3,0,0.1,1.7,33894,144508,245,608,-0.3,0.3,0.0,0.0,0.0,0.03,0.03,7.45,5,0,4,44,0,0.0,,299,26,374,4,536,55,364,25,,,,,,,0.0,1.8,0.01,0.01,1.49,2.6,605,35,357,24,365,28,181,24,1.0,0.0
Jorge J.Cuenca,Fulham,DEF,4.3,7,0,2.3,0.0,0,0,168,0,2,0,0,0,0,0,0,0,40.6,4.6,6.0,5.1,0.0,0,0.0,1.6,1845,3995,45,30,-0.2,0.2,0.0,0.0,0.0,0.01,0.01,2.42,2,2,18,6,20,10.71,,362,133,399,143,374,135,395,138,,,,,,,0.0,0.0,0.01,0.01,1.3,1.07,561,134,542,224,245,91,595,213,1.07,0.0
Joe Worrall,Burnley,DEF,3.8,7,2,1.2,0.2,0,0,154,0,3,0,0,0,0,0,0,0,42.4,0.8,2.0,4.6,0.5,0,0.1,1.8,16070,16965,137,111,-0.2,0.2,-0.1,0.1,0.0,0.02,0.02,3.95,1,2,21,4,23,13.44,,356,130,421,157,391,143,401,143,,,,,,,0.0,0.0,0.01,0.01,2.31,1.75,747,233,334,117,390,140,389,143,0.58,0.0
Guido G.Rodriguez,West Ham,MID,4.8,7,1,1.4,0.0,0,0,164,1,2,0,0,0,0,1,0,0,5.6,6.0,2.0,1.3,0.7,0,0.1,1.5,1898,5003,25,37,-0.2,0.2,0.0,0.0,0.03,0.04,0.07,2.38,2,1,2,10,13,7.13,,431,197,394,196,401,202,437,202,,,,,,,0.02,0.0,0.02,0.04,1.31,1.1,343,215,323,150,371,168,581,218,1.1,0.55
Jadon Sancho,Aston Villa,MID,5.8,7,0,1.0,0.2,0,0,126,0,0,0,0,0,0,0,0,0,23.4,65.9,72.0,16.3,0.5,0,0.1,1.2,33124,39237,168,268,-0.2,0.2,0.0,0.0,0.32,0.56,0.88,1.25,0,0,3,5,8,5.71,,395,177,236,145,201,115,317,154,,,,,,,0.23,0.0,0.4,0.63,0.89,0.0,107,70,349,161,450,216,385,128,0.0,0.0
John Victor John,Nott'm Forest,GKP,4.0,6,0,6.0,0.3,0,0,90,1,0,0,0,0,1,0,0,0,12.4,0.0,0.0,1.2,1.0,0,0.2,1.5,42378,21003,380,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1,0,2,7,0,0.0,,412,29,515,50,483,35,438,29,,,,,,,0.0,1.0,0.0,0.0,0.33,0.0,637,46,281,20,6,1,294,38,1.0,1.0
Igor Julio Igor,West Ham,DEF,4.5,6,0,1.5,0.1,0,0,103,0,3,0,0,0,0,0,0,0,25.8,10.6,0.0,3.6,0.5,0,0.1,1.3,5932,7252,90,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,1,0,13,3,13,11.36,,390,145,369,132,621,241,413,149,,,,,,,0.0,0.0,0.0,0.0,4.07,2.62,411,81,338,121,356,130,519,189,0.87,0.0
Antonee Robinson,Fulham,DEF,4.9,6,0,1.5,0.5,0,0,151,0,2,0,0,0,0,0,0,0,39.8,28.5,14.0,8.3,0.5,0,0.1,1.2,71317,123578,1779,302,-0.1,0.1,0.0,0.0,0.19,0.11,0.3,2.69,1,4,11,7,15,8.94,,363,134,321,107,340,114,373,127,,,,,,,0.11,0.0,0.07,0.18,1.6,1.19,292,47,343,124,360,131,245,90,0.6,0.0
Ola Aina,Nott'm Forest,DEF,4.7,6,0,2.0,2.0,0,0,270,0,5,0,0,0,0,1,0,0,53.8,33.3,11.0,9.8,0.0,0,0.0,1.3,231415,1576971,4,1413,-0.3,0.3,0.0,0.0,0.04,0.32,0.36,5.02,3,6,16,20,22,7.33,Hamstring injury - Expected back 07 Feb,335,122,307,100,348,122,356,120,,,,,,,0.01,0.0,0.11,0.12,1.67,1.67,372,65,672,242,285,106,133,51,1.0,0.0
Lisandro Martinez,Man Utd,DEF,4.8,5,1,1.0,0.2,0,0,97,0,2,0,0,0,0,0,0,0,25.2,13.5,1.0,4.0,0.8,0,0.2,1.0,13256,17581,899,308,-0.2,0.2,0.0,0.0,0.03,0.07,0.1,0.98,0,3,6,10,9,8.35,,391,146,364,129,407,149,408,146,,,,,,,0.03,0.0,0.06,0.09,0.91,1.86,348,61,311,108,434,153,394,146,0.0,0.0
Max Dowman,Arsenal,MID,4.3,5,0,2.5,0.4,0,1,27,0,0,0,0,0,0,0,0,0,1.0,0.8,26.0,2.8,0.0,0,0.0,1.2,125103,99111,683,1543,-0.2,0.2,0.0,0.0,0.14,0.02,0.16,0.12,0,2,0,1,3,10.0,Ankle injury - Unknown return date,451,208,422,202,301,161,420,192,,,,,,,0.47,0.0,0.07,0.54,0.4,0.0,600,341,565,206,224,98,284,98,0.0,0.0
Oleksandr Zinchenko,Nott'm Forest,DEF,4.9,5,0,1.7,0.2,0,0,253,0,4,0,0,0,0,0,0,0,62.6,52.4,15.0,13.0,0.0,0,0.0,1.0,22679,47122,257,127,-0.1,0.1,0.0,0.0,0.04,0.3,0.34,3.45,3,10,11,12,21,7.47,,323,119,263,81,336,112,338,116,,,,,,,0.01,0.0,0.11,0.12,1.23,1.42,300,50,692,246,324,119,350,130,1.07,0.0
Luis Guilherme L.Guilherme,West Ham,MID,4.9,5,0,1.0,0.0,0,0,121,0,2,0,0,0,0,0,0,0,9.2,14.5,4.0,2.5,0.3,0,0.1,1.0,744,2987,8,11,-0.1,0.1,0.0,0.0,0.07,0.03,0.1,1.82,1,1,2,8,11,8.18,,419,189,358,186,389,195,425,195,,,,,,,0.05,0.0,0.02,0.07,1.35,1.49,333,206,363,169,440,208,654,270,0.74,0.0
Dilane Bakwa,Nott'm Forest,MID,5.9,5,0,1.2,0.0,0,0,172,0,4,0,0,0,0,0,0,0,30.2,73.7,49.0,15.3,0.0,0,0.0,0.8,2893,2791,26,14,-0.1,0.1,0.0,0.0,0.13,0.27,0.4,3.23,2,0,2,11,13,6.8,,383,172,221,139,260,140,324,156,,,,,,,0.07,0.0,0.14,0.21,1.69,2.09,103,68,753,336,395,180,693,295,1.05,0.0
Nathaniel Clyne,Crystal Palace,DEF,3.8,5,1,1.2,0.7,0,0,220,0,6,0,0,0,0,0,0,0,30.8,15.5,9.0,5.5,0.7,0,0.2,1.3,64072,54995,2265,676,-0.2,0.2,0.0,0.0,0.34,0.03,0.37,3.1,3,7,12,4,19,7.77,,381,143,355,126,355,126,391,136,,,,,,,0.14,0.0,0.01,0.15,1.27,2.45,744,230,315,109,389,139,213,79,1.23,0.0
Merlin Röhl,Everton,MID,5.0,5,1,1.0,0.0,0,0,106,0,1,0,0,0,0,0,0,0,11.4,13.6,11.0,3.6,0.2,0,0.0,1.0,627,776,31,7,0.0,0.0,0.0,0.0,0.28,0.02,0.3,1.56,0,6,1,9,16,13.58,,414,187,363,189,350,179,414,190,,,,,,,0.24,0.0,0.02,0.26,1.32,0.85,274,169,396,188,442,209,713,308,0.0,0.0
James McAtee,Nott'm Forest,MID,5.1,5,0,1.0,0.1,0,0,131,0,6,0,0,0,0,0,0,0,14.2,41.5,8.0,6.5,0.2,0,0.0,1.0,10991,23982,87,90,-0.4,0.4,0.0,0.0,0.02,0.17,0.19,2.86,1,2,1,6,9,6.18,,410,186,290,165,363,185,386,181,,,,,,,0.01,0.0,0.12,0.13,1.96,4.12,235,144,398,190,443,210,485,166,0.69,0.0
Taiwo Awoniyi,Nott'm Forest,FWD,5.2,4,0,1.0,0.3,0,0,133,0,1,0,0,0,0,0,0,0,11.8,25.7,39.0,7.7,0.0,0,0.0,0.8,26571,85429,33,268,-0.3,0.3,0.0,0.0,0.19,0.02,0.21,1.59,1,1,2,6,9,6.09,Lack of match fitness - 50% chance of playing,413,44,329,37,276,44,381,45,,,,,,,0.13,0.0,0.01,0.14,1.08,0.68,210,45,724,74,445,51,320,52,0.68,0.0
Harvey Elliott,Aston Villa,MID,5.2,4,0,1.0,0.2,0,0,97,0,2,0,0,0,0,0,0,0,8.6,17.8,18.0,4.4,0.0,0,0.0,0.8,91259,98112,24,391,-0.3,0.3,0.0,0.0,0.19,0.06,0.25,1.74,1,0,2,3,5,4.64,Illness - 75% chance of playing,422,192,348,184,328,170,403,186,,,,,,,0.18,0.0,0.06,0.24,1.61,1.86,217,134,726,316,446,212,380,126,0.93,0.0
Roméo Lavia,Chelsea,MID,4.9,4,0,1.0,0.0,0,0,105,0,3,0,0,0,0,0,0,0,9.6,7.5,2.0,1.8,0.0,0,0.0,0.8,2472,4363,5,17,-0.1,0.1,0.0,0.0,0.0,0.05,0.05,2.79,1,2,5,4,11,9.43,Thigh injury - Unknown return date,417,188,388,192,403,203,430,197,,,,,,,0.0,0.0,0.04,0.04,2.39,2.57,331,204,704,300,439,207,673,282,0.86,0.0
Tyrique George,Chelsea,MID,4.8,4,0,1.0,0.1,0,0,142,1,2,0,0,0,0,2,0,0,8.2,7.0,56.0,7.1,0.0,0,0.0,0.8,5558,7920,60,56,-0.2,0.2,0.0,0.0,0.32,0.08,0.4,1.65,0,2,0,1,3,1.9,,423,193,390,194,242,131,384,180,,,,,,,0.2,0.0,0.05,0.25,1.05,1.27,366,229,685,288,437,206,545,197,0.0,0.63
Hamed H.Traorè,Bournemouth,MID,4.5,4,0,4.0,0.3,0,1,16,0,2,0,0,0,0,0,0,0,21.2,10.0,0.0,3.1,0.0,0,0.0,0.9,114900,162163,0,261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,1,1,2,4,22.5,has joined Marseille on loan for the rest of the season.,398,178,378,191,624,245,417,191,,,,,,,0.0,0.0,0.0,0.0,2.25,11.25,416,248,611,231,81,35,309,105,0.0,0.0
Issa Diop,Fulham,DEF,4.3,4,0,1.3,0.1,0,0,223,0,5,0,0,0,0,1,0,0,34.0,1.7,4.0,4.0,0.0,0,0.0,0.9,5220,9299,74,56,-0.2,0.2,0.0,0.0,0.0,0.02,0.02,4.06,2,4,16,7,20,8.07,,375,141,416,152,384,140,407,145,,,,,,,0.0,0.0,0.01,0.01,1.64,2.02,555,130,540,223,379,135,513,186,0.81,0.0
Ethan Pinnock,Brentford,DEF,4.2,4,0,1.3,0.1,0,0,228,0,5,1,0,0,0,1,0,0,62.8,1.1,12.0,7.6,0.7,0,0.2,1.0,8964,22121,157,216,-0.3,0.3,0.0,0.0,0.0,0.06,0.06,3.18,3,4,25,9,29,11.45,,322,118,419,155,346,120,382,132,,,,,,,0.0,0.0,0.02,0.02,1.26,1.97,611,151,318,112,378,134,438,163,1.18,0.0
Jorrel Hato,Chelsea,DEF,4.6,3,0,0.8,0.2,0,0,166,0,2,0,0,0,0,2,0,0,24.0,3.3,6.0,3.2,0.0,0,0.0,0.7,10492,34793,64,121,-0.4,0.4,0.0,0.0,0.0,0.01,0.01,2.51,2,2,6,5,8,4.34,,394,148,403,146,376,136,416,150,,,,,,,0.0,0.0,0.01,0.01,1.36,1.08,393,73,670,241,458,155,393,145,1.08,0.0
Reiss Nelson,Brentford,MID,4.8,3,0,1.0,0.1,0,0,31,0,1,0,0,0,0,0,0,0,16.2,2.4,9.0,2.7,0.2,0,0.0,0.6,8517,16184,15,92,-0.2,0.2,0.0,0.0,0.06,0.05,0.11,0.84,0,2,2,6,10,29.03,Knock - 75% chance of playing,407,184,409,198,357,182,421,193,,,,,,,0.17,0.0,0.15,0.32,2.44,2.9,344,216,389,183,432,203,474,161,0.0,0.0
Tom Watson,Brighton,MID,4.8,3,1,1.0,0.0,0,0,44,0,2,0,0,0,0,0,0,0,5.8,2.1,7.0,1.5,0.2,0,0.0,0.6,1816,3096,40,30,-0.2,0.2,0.0,0.0,0.04,0.01,0.05,0.89,0,1,0,2,3,6.14,,429,195,411,200,369,187,433,198,,,,,,,0.08,0.0,0.02,0.1,1.82,4.09,365,228,392,185,436,205,622,249,0.0,0.0
Séamus Coleman,Everton,DEF,4.3,3,0,1.0,0.1,0,0,11,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.2,0,0.0,0.7,4902,16046,10,107,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.24,1,0,0,1,0,0.0,Hamstring injury - Unknown return date,584,235,436,162,544,228,584,235,,,,,,,0.0,0.0,0.0,0.0,1.96,0.0,543,120,374,134,410,150,472,172,8.18,0.0
Jair Jair Cunha,Nott'm Forest,DEF,4.3,3,0,3.0,0.1,0,0,90,0,2,0,0,0,0,0,0,0,26.0,0.4,0.0,2.6,0.0,0,0.0,0.7,2336,7069,25,35,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,3.28,1,2,9,1,11,11.0,,388,144,429,160,569,232,422,152,,,,,,,0.0,0.0,0.0,0.0,3.28,2.0,593,145,560,225,175,68,541,195,1.0,0.0
Nayef N.Aguerd,West Ham,DEF,4.4,3,0,1.5,0.0,0,0,180,0,8,0,0,0,0,0,0,0,39.0,3.9,8.0,5.1,0.0,0,0.0,0.7,1288,12121,0,16,-0.1,0.1,0.0,0.0,0.1,0.03,0.13,3.42,2,1,14,8,15,7.5,has joined Marseille permanently.,367,137,401,144,359,128,396,139,,,,,,,0.05,0.0,0.02,0.07,1.71,4.0,499,107,571,229,355,129,588,211,1.0,0.0
Romaine Mundle,Sunderland,MID,4.9,3,1,0.8,0.0,0,0,78,0,0,0,0,0,0,1,0,0,5.6,5.5,17.0,2.6,0.5,0,0.1,0.6,547,954,36,22,-0.1,0.1,0.0,0.0,0.12,0.22,0.34,1.35,0,0,2,5,7,8.08,,432,198,395,197,332,173,423,194,,,3.0,,,,0.14,0.0,0.25,0.39,1.56,0.0,323,198,344,159,459,219,716,310,0.0,0.0
Christian Nørgaard,Arsenal,MID,5.2,2,0,1.0,0.1,0,0,14,0,0,0,0,0,0,0,0,0,6.4,0.1,7.0,1.4,0.0,0,0.0,0.4,5485,58303,79,130,-0.3,0.3,0.0,0.0,0.05,0.0,0.05,0.05,0,0,2,2,4,25.71,,426,194,441,210,371,189,434,199,,,,,,,0.32,0.0,0.0,0.32,0.32,0.0,209,129,723,314,444,211,419,135,0.0,0.0
Borna Sosa,Crystal Palace,DEF,4.8,2,1,1.0,0.1,0,0,26,0,1,0,0,0,0,0,0,0,4.6,10.6,4.0,1.9,0.2,0,0.0,0.4,7372,15021,115,72,-0.2,0.2,0.0,0.0,0.0,0.06,0.06,0.56,0,1,2,1,3,10.38,,435,158,370,133,386,141,428,155,,,,,,,0.0,0.0,0.21,0.21,1.94,3.46,347,60,390,139,433,152,447,165,0.0,0.0
Ezra Mayers,West Ham,DEF,4.0,2,1,1.0,0.0,0,0,33,0,2,0,0,0,0,0,0,0,7.4,15.3,2.0,2.5,0.3,0,0.1,0.5,1137,636,54,40,0.0,0.0,0.0,0.0,0.0,0.35,0.35,1.55,0,0,3,3,3,8.18,,425,157,356,127,393,145,424,153,,,,,,,0.0,0.0,0.95,0.95,4.23,5.45,683,195,355,130,408,149,662,227,0.0,0.0
Ollie Scarles,West Ham,DEF,4.3,2,1,0.7,0.0,0,0,132,0,5,0,0,0,0,0,0,0,21.2,2.0,0.0,2.3,0.2,0,0.0,0.5,1007,3472,12,20,-0.2,0.2,0.0,0.0,0.0,0.01,0.01,3.23,3,6,6,6,12,8.18,Knock - 75% chance of playing,397,150,412,149,564,231,426,154,,,,,,,0.0,0.0,0.01,0.01,2.2,3.41,586,143,380,137,461,157,631,219,2.05,0.0
Gabriel G.Jesus,Arsenal,FWD,6.4,2,1,1.0,0.2,0,0,34,0,1,0,0,0,0,0,0,0,4.2,4.9,25.0,3.4,0.3,0,0.0,0.3,23097,10134,1194,1530,-0.1,0.1,0.0,0.0,0.14,0.02,0.16,0.12,0,0,1,3,4,10.59,,437,48,398,48,310,46,415,48,,,,,,,0.37,0.0,0.05,0.42,0.32,2.65,60,21,370,42,453,53,370,57,0.0,0.0
Mike Trésor,Burnley,MID,4.4,2,1,1.0,0.1,0,0,15,0,0,0,0,0,0,0,0,0,0.2,0.0,2.0,0.2,0.3,0,0.1,0.5,9007,11361,147,74,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.34,0,0,0,0,0,0.0,,459,211,604,227,396,198,453,208,,,,,,,0.0,0.0,0.0,0.0,2.04,0.0,510,301,358,164,418,190,521,183,0.0,0.0
Yerson Mosquera,Wolves,DEF,4.3,2,0,0.2,0.0,0,0,518,0,14,2,0,0,0,5,0,0,71.6,34.0,53.0,15.8,0.2,0,0.0,0.5,2203,5630,17,52,-0.2,0.2,0.0,0.0,0.1,0.15,0.25,9.78,6,13,27,27,40,6.95,,309,115,302,97,250,76,321,110,,,,,,,0.02,0.0,0.03,0.05,1.7,2.43,579,140,379,136,465,160,574,208,1.04,0.0
Yoane Wissa,Newcastle,FWD,7.3,2,0,0.7,0.6,0,0,48,0,1,0,0,0,0,1,0,0,0.2,5.4,6.0,1.0,0.3,0,0.0,0.3,105546,319365,920,2055,-0.2,0.2,0.0,0.0,0.0,0.34,0.34,1.27,0,0,0,2,2,3.75,,460,56,397,47,379,52,441,51,,,,,,,0.0,0.0,0.64,0.64,2.38,1.88,22,8,371,43,462,56,238,37,0.0,0.0
Jenson Seelt,Sunderland,DEF,4.0,2,0,1.0,0.1,0,0,133,0,2,0,0,0,0,0,0,0,33.6,2.4,0.0,3.6,0.0,0,0.0,0.5,3016,24125,0,51,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.33,1,4,8,6,12,8.12,has joined Wolfsburg on loan for the rest of the season.,376,142,408,148,510,205,412,148,,,,,,,0.0,0.0,0.01,0.01,0.9,1.35,667,182,505,197,406,147,473,173,0.68,0.0
Callum Marshall,West Ham,FWD,4.3,2,0,1.0,0.6,0,0,58,0,2,0,0,0,0,0,0,0,1.2,0.1,7.0,0.8,0.0,0,0.0,0.5,59984,88158,477,719,-0.2,0.2,0.0,0.0,0.13,0.0,0.13,1.55,0,0,2,1,3,4.66,,449,52,438,55,368,50,443,52,,,,,,,0.2,0.0,0.0,0.2,2.41,3.1,592,81,559,52,416,47,229,35,0.0,0.0
Mohamadou Mohamadou Kanté,West Ham,MID,4.5,2,0,1.0,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.3,4.0,0.2,0.5,0,0.1,0.4,720,178,43,24,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.47,0,0,0,3,3,30.0,,701,295,433,208,385,193,454,209,,,,,,,0.3,0.0,0.0,0.3,4.7,0.0,484,297,339,157,426,198,726,316,0.0,0.0
Dan Neil,Sunderland,MID,4.8,2,0,1.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.2,0.0,0,0.0,0.4,1567,3774,25,30,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0,0,2,0,2,90.0,,445,206,703,300,690,297,455,210,,,,,,,0.0,0.0,0.0,0.0,9.0,0.0,349,218,679,285,435,204,625,251,0.0,0.0
Julio Soler,Bournemouth,DEF,4.0,2,0,1.0,0.2,0,0,21,0,1,0,0,0,0,0,0,0,0.6,1.8,2.0,0.4,0.2,0,0.0,0.5,13500,24579,304,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0,0,0,1,0,0.0,,453,161,414,151,392,144,450,160,,,,,,,0.0,0.0,0.0,0.0,0.73,4.29,676,189,373,133,407,148,347,127,0.0,0.0
Dominic Solanke,Spurs,FWD,7.2,2,0,1.0,0.9,0,0,31,0,0,0,0,0,0,0,0,0,6.0,0.3,25.0,3.1,0.0,0,0.0,0.3,29343,445939,13,265,-0.3,0.3,0.0,0.0,0.2,0.0,0.2,0.22,0,1,2,0,3,8.71,Ankle injury - Unknown return date,428,47,434,54,311,47,418,49,,,,,2.0,,0.58,0.0,0.0,0.58,0.64,0.0,30,12,764,82,454,54,197,29,0.0,0.0
Jonah Kusi-Asare,Fulham,FWD,4.5,2,0,1.0,0.1,0,0,18,0,0,0,0,0,0,0,0,0,1.2,10.5,6.0,1.8,0.2,0,0.0,0.4,14247,9769,204,192,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0,0,0,0,0,0.0,,450,53,371,46,375,51,429,50,,,,,,,0.0,0.0,0.05,0.05,0.1,0.0,485,66,387,44,427,48,493,71,0.0,0.0
Sebastiaan Bornauw,Leeds,DEF,3.8,2,0,1.0,0.1,0,0,2,0,0,0,0,0,0,0,0,0,0.2,0.1,0.0,0.0,0.3,0,0.1,0.5,11267,9214,143,150,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.03,0,0,0,0,0,0.0,,455,162,435,161,414,156,465,168,,,,,,,0.0,0.0,0.0,0.0,1.35,0.0,753,239,352,127,404,145,446,164,0.0,0.0
Ben Winterburn,Bournemouth,MID,4.5,1,0,1.0,0.0,0,0,6,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,2964,9702,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0,0,0,0,0,0.0,has joined Barnet on loan for the rest of the season.,695,289,689,289,674,285,696,290,,,,,,,0.0,0.0,0.0,0.0,4.65,30.0,476,291,660,271,424,196,618,245,0.0,0.0
João Pedro Jota,Nott'm Forest,MID,5.4,1,0,1.0,0.0,0,0,11,0,0,0,0,0,0,0,0,0,5.0,0.5,4.0,1.0,0.0,0,0.0,0.2,1029,8951,0,15,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,3,24.55,has joined Besiktas on loan for the rest of the season.,433,199,427,205,390,196,440,203,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,176,109,739,324,449,215,598,228,0.0,0.0
Kai Havertz,Arsenal,FWD,7.3,1,0,1.0,0.3,0,0,30,0,0,0,0,0,0,0,0,0,2.8,0.8,2.0,0.6,0.0,0,0.0,0.1,9721,110939,22,85,-0.2,0.2,0.0,0.0,0.0,0.01,0.01,0.82,0,0,1,2,3,9.0,Knee injury - Unknown return date,442,50,424,52,406,54,448,54,,,,,,,0.0,0.0,0.03,0.03,2.46,0.0,23,9,765,83,455,55,301,48,0.0,0.0
