player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Ben Davies,Spurs,DEF,4.3,1,0,1.0,0.1,0,0,31,0,1,0,0,0,0,0,0,0,11.2,1.0,0.0,1.2,0.2,0,0.0,0.2,2945,9740,35,30,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0,3,4,2,7,20.32,,415,155,420,156,547,230,439,158,,,,,,,0.0,0.0,0.0,0.0,0.87,2.9,549,125,375,135,411,151,515,187,0.0,0.0
Nehemiah Oriola,Brighton,MID,4.5,1,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1670,932,34,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,673,273,666,272,652,269,674,274,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,452,273,638,255,422,194,700,300,0.0,0.0
Joe Knight,Brighton,MID,4.4,1,0,1.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,9117,11430,117,95,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,628,239,620,239,600,233,629,240,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,532,315,592,220,419,191,495,171,0.0,0.0
Divine Mukasa,Man City,MID,4.4,1,1,1.0,0.0,0,0,15,0,0,0,0,0,0,0,0,0,2.0,17.8,0.0,2.0,0.2,0,0.0,0.2,2722,2089,61,26,-0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.18,0,0,0,1,1,6.0,,444,205,347,183,603,235,427,196,,,,,,,0.0,0.0,1.2,1.2,1.08,0.0,535,317,385,180,420,192,664,276,0.0,0.0
Facundo Buonanotte,Chelsea,MID,4.6,1,0,1.0,0.1,0,0,45,0,1,0,0,0,0,0,0,0,5.6,25.1,8.0,3.9,0.0,0,0.0,0.2,9668,24323,83,93,-0.4,0.4,0.0,0.0,0.0,0.09,0.09,0.55,1,1,0,2,3,6.0,,430,196,331,180,361,183,410,188,,,,,,,0.0,0.0,0.18,0.18,1.1,2.0,392,242,669,279,430,201,497,172,2.0,0.0
Bradley Burrowes,Aston Villa,MID,4.4,1,0,1.0,0.1,0,0,16,0,1,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,0.0,0,0.0,0.2,8624,7406,37,50,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0,0,0,1,1,5.62,,636,244,432,207,609,239,637,245,,,,,,,0.0,0.0,0.0,0.0,5.06,5.62,541,321,600,225,421,193,511,179,0.0,0.0
Filip Jörgensen,Chelsea,GKP,4.3,1,0,1.0,0.2,0,0,84,0,2,0,0,0,1,0,0,0,9.4,0.0,0.0,0.9,0.0,0,0.0,0.2,11232,21671,69,106,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.79,0,0,2,5,0,0.0,,418,30,584,75,560,62,442,30,,,,,,,0.0,1.07,0.0,0.0,1.92,2.14,580,31,552,80,414,30,390,59,0.0,0.0
Mateo Kovačić,Man City,MID,5.9,1,0,1.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,2.6,0.8,0.0,0.3,0.0,0,0.0,0.2,2315,3121,6,26,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Ankle injury - Unknown return date,443,204,423,203,757,335,452,207,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,92,60,750,333,451,217,661,275,0.0,0.0
Zach Abbott,Nott'm Forest,DEF,3.8,1,0,1.0,0.3,0,0,45,0,1,0,0,0,0,0,0,0,15.6,0.6,0.0,1.6,0.2,0,0.1,0.3,17277,17301,1407,374,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.63,0,1,6,1,7,14.0,,409,154,425,158,422,164,432,157,,,,,,,0.0,0.0,0.0,0.0,1.26,2.0,763,249,372,132,405,146,328,119,0.0,0.0
Harrison Reed,Fulham,MID,4.3,1,0,1.0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0.1,0.0,0.0,0.2,0,0.0,0.2,45265,46646,453,375,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,90.0,,458,210,437,209,548,204,585,212,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,552,322,376,174,412,186,323,110,0.0,0.0
Antoni Milambo,Brentford,MID,5.2,1,0,1.0,0.0,0,0,45,0,3,0,0,0,0,0,0,0,4.0,1.8,0.0,0.6,0.0,0,0.0,0.2,1892,6656,8,13,-0.3,0.3,0.0,0.0,0.0,0.01,0.01,1.49,1,2,0,2,4,8.0,Knee injury - Expected back 01 Jun,440,203,415,201,736,323,447,206,,,,,,,0.0,0.0,0.02,0.02,2.98,6.0,222,138,727,317,447,213,627,252,2.0,0.0
Patrick Roberts,Sunderland,MID,5.4,1,0,1.0,0.0,0,0,27,0,1,0,0,0,0,0,0,0,1.8,7.3,5.0,1.4,0.0,0,0.0,0.2,462,4027,0,7,-0.1,0.1,0.0,0.0,0.03,0.02,0.05,0.66,0,0,0,1,1,3.33,has joined Birmingham City on loan for the rest of the season.,447,207,389,193,382,192,435,200,,,,,,,0.1,0.0,0.07,0.17,2.2,3.33,157,98,732,319,448,214,691,293,0.0,0.0
Joél Drakes-Thomas,Crystal Palace,MID,4.5,1,1,1.0,0.0,0,0,4,0,1,0,0,0,0,0,0,0,0.4,0.5,0.0,0.1,1.0,0,0.2,0.2,37,2,37,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0,0,0,1,1,22.5,,454,209,426,204,681,292,458,211,,,,,,,0.0,0.0,0.0,0.0,1.8,22.5,489,299,284,128,428,199,764,339,0.0,0.0
Odsonne Édouard,Crystal Palace,FWD,5.0,1,0,1.0,0.2,0,0,2,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.2,0.0,0,0.0,0.2,9044,88089,0,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0,1,0,0,1,45.0,has joined RC Lens permanently.,446,51,726,78,719,78,456,55,,,,,,,0.0,0.0,0.0,0.0,12.15,0.0,244,49,709,72,441,50,352,55,0.0,0.0
Shea Lacey,Man Utd,MID,4.5,1,1,1.0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,4.0,0.0,9.0,1.3,0.2,0,0.0,0.2,561,211,60,18,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.09,0,0,0,0,0,0.0,,439,202,677,280,356,181,436,201,,,,,,,0.3,0.0,0.0,0.3,1.35,0.0,463,281,386,181,423,195,732,320,0.0,0.0
Harrison Armstrong,Everton,MID,4.5,1,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,3524,14494,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Preston North End on loan for the rest of the season.,696,290,690,290,675,286,697,291,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,478,292,661,272,425,197,583,219,0.0,0.0
Sam Byram,Leeds,DEF,3.8,1,0,1.0,0.2,0,0,7,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3,20566,28043,122,182,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.79,0,0,0,0,0,0.0,,462,165,445,164,409,151,460,163,,,,,,,0.0,0.0,0.0,0.0,10.16,12.86,746,232,408,145,403,144,361,135,0.0,0.0
Ashley Barnes,Burnley,FWD,4.3,1,0,1.0,1.2,0,0,7,0,0,0,0,0,0,0,0,0,0.2,0.3,0.0,0.1,0.0,0,0.0,0.2,119362,259678,1212,1698,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.34,0,0,0,1,1,12.86,,457,55,431,53,543,56,457,56,,,,,2.0,,0.0,0.0,0.0,0.0,4.37,0.0,542,76,535,48,409,46,171,25,0.0,0.0
Saša Kalajdžić,Wolves,FWD,4.9,1,0,1.0,0.1,0,0,14,0,0,0,0,0,0,0,0,0,1.0,4.3,2.0,0.7,0.0,0,0.0,0.2,1691,9900,0,10,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,0.1,0,0,1,1,2,12.86,has joined LASK on loan for the rest of the season.,452,54,400,49,402,53,446,53,,,,,,,0.0,0.0,0.06,0.06,0.64,0.0,315,55,696,69,438,49,567,76,0.0,0.0
Jack J.Fletcher,Man Utd,MID,4.3,1,1,1.0,0.1,0,0,17,0,0,0,0,0,0,0,0,0,4.4,2.1,0.0,0.7,0.2,0,0.0,0.2,6028,6505,101,66,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.09,0,2,0,1,3,15.88,,436,201,410,199,566,213,444,204,,,,,,,0.0,0.0,0.0,0.0,0.48,0.0,588,333,381,177,415,188,535,190,0.0,0.0
Jamaal Lascelles,Newcastle,DEF,4.3,1,0,0.5,0.1,0,0,19,0,2,0,0,0,0,0,0,0,10.2,0.0,7.0,1.7,0.0,0,0.0,0.2,2701,7569,5,151,-0.2,0.2,0.0,0.0,0.04,0.0,0.04,0.55,0,0,5,0,5,23.68,Lack of match fitness - Expected back 26 Dec,416,156,572,235,367,132,431,156,,,,,,,0.19,0.0,0.0,0.19,2.61,9.47,546,122,537,220,463,158,540,194,0.0,0.0
Romain Esse,Crystal Palace,MID,4.7,1,0,1.0,0.1,0,0,24,0,0,0,0,0,0,0,0,0,4.6,0.4,2.0,0.7,0.0,0,0.0,0.2,10615,25123,129,93,-0.3,0.3,0.0,0.0,0.0,0.01,0.01,0.27,0,2,0,0,2,7.5,,434,200,430,206,400,201,445,205,,,,,,,0.0,0.0,0.04,0.04,1.01,0.0,382,238,675,282,431,202,420,136,0.0,0.0
Arthur Masuaku,Sunderland,DEF,3.9,1,0,0.3,0.6,0,0,125,0,2,0,0,0,0,1,0,0,21.8,20.1,7.0,4.9,0.0,0,0.0,0.3,52131,67432,10,1046,-0.1,0.1,0.0,0.0,0.07,0.08,0.15,2.09,2,4,6,3,10,7.2,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,396,149,343,119,366,131,398,141,,,,,,,0.05,0.0,0.06,0.11,1.5,1.44,699,204,431,161,464,159,236,86,1.44,0.0
Tawanda Chirewa,Wolves,MID,4.3,1,0,1.0,0.2,0,0,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0,0.0,0.2,28637,40382,46,457,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.45,0,1,0,1,2,8.57,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,591,216,581,215,557,209,592,217,,,,,,,0.0,0.0,0.0,0.0,1.93,0.0,574,329,378,176,413,187,334,113,0.0,0.0
Trey Nyoni,Liverpool,MID,4.3,1,1,1.0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0,0.0,0.2,94043,68875,182,614,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,601,223,592,222,571,217,602,224,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,595,337,382,178,417,189,271,94,0.0,0.0
Dejan Kulusevski,Spurs,MID,6.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,712,1799,10,14,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Knee injury - Unknown return date,763,339,763,339,763,339,763,339,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,63,40,758,339,762,339,692,294,0.0,0.0
Wes Foderingham,West Ham,GKP,4.0,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3874,39065,0,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Aris Limassol permanently.,521,58,507,46,474,31,521,58,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,626,42,471,53,527,58,330,46,0.0,0.0
Sean Neave,Newcastle,FWD,4.4,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17996,28689,198,283,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,632,69,624,68,605,68,633,69,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,537,75,596,61,636,69,344,54,0.0,0.0
James Rowswell,Spurs,DEF,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,635,441,26,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,549,209,536,209,504,200,549,209,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,660,176,499,192,555,207,683,234,0.0,0.0
John Ruddy,Newcastle,GKP,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,745,242,37,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,519,56,504,43,471,28,519,56,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,623,39,469,51,525,56,709,82,0.0,0.0
Jun'ai Byfield,Spurs,DEF,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,984,843,35,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,573,229,560,229,529,221,573,229,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,688,200,524,213,579,227,648,223,0.0,0.0
Saheed Olagunju,Wolves,DEF,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,44,1,44,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,568,224,555,224,524,216,568,224,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,682,194,519,208,574,222,758,252,0.0,0.0
James Maddison,Spurs,MID,6.8,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1263,22982,8,32,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Anterior cruciate ligament - Unknown return date,766,340,766,340,766,340,766,340,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,44,27,761,340,765,340,431,144,0.0,0.0
Leo Shahar,Newcastle,DEF,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,96,5,96,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,558,216,545,216,514,208,558,216,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,671,185,509,200,564,214,755,251,0.0,0.0
Yusuf Akhamrich,Spurs,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,435,222,28,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,690,285,684,285,669,281,691,286,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,471,287,655,267,692,288,737,323,0.0,0.0
Krisztián Hegyi,West Ham,GKP,3.9,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9111,13012,184,120,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,498,47,483,34,450,19,498,47,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,722,80,447,42,504,47,335,48,0.0,0.0
Will Lankshear,Spurs,FWD,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4988,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Oxford United on loan for the rest of the season.,672,70,665,69,651,69,673,70,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,451,61,637,62,675,70,647,80,0.0,0.0
Emerson Emerson,West Ham,DEF,4.4,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1719,20374,0,28,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Marseille permanently.,607,236,598,236,577,233,608,236,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,494,102,568,226,611,234,556,202,0.0,0.0
Yves Bissouma,Spurs,MID,5.2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1186,13571,7,21,-0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,742,324,741,324,735,322,742,324,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,211,130,725,315,741,324,604,233,0.0,0.0
Mikey Moore,Spurs,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,671,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Rangers on loan for the rest of the season.,737,321,735,321,727,319,737,321,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,270,165,717,310,736,321,743,326,0.0,0.0
Joe White,Newcastle,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1112,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Leyton Orient on loan for the rest of the season.,654,256,647,255,633,252,655,257,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,427,255,619,238,657,260,731,319,0.0,0.0
Yang Min-hyeok,Spurs,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2760,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Portsmouth on loan for the rest of the season.,700,294,694,294,679,290,701,295,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,483,296,665,276,700,295,697,297,0.0,0.0
Bryan Bryan,Spurs,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,675,4360,0,10,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Girona permanently.,720,308,716,308,709,306,720,308,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,318,195,698,296,719,308,634,257,0.0,0.0
Isaac Hayden,Newcastle,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1571,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has departed the club as a free agent.,640,246,631,245,614,241,641,247,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,402,244,604,227,643,250,723,314,0.0,0.0
Manor Solomon,Spurs,MID,5.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,115,1456,0,1,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Villarreal CF on loan for the rest of the season.,748,327,747,327,743,326,748,327,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,166,103,735,321,747,327,718,311,0.0,0.0
Callum Olusesi,Spurs,MID,4.3,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18096,24073,293,170,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,592,217,582,216,558,210,593,218,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,577,330,550,198,597,224,367,124,0.0,0.0
Enso Gonzalez,Wolves,MID,4.3,0,0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,152762,190936,2732,1643,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,602,224,593,223,572,218,603,225,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,596,338,562,204,606,230,157,51,0.0,0.0
Antoñito Antoñito C.,Newcastle,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,655,3478,0,8,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined KVC Westerlo on loan for the rest of the season.,728,314,724,314,717,312,728,314,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,336,209,707,303,727,314,651,268,0.0,0.0
Seung-Soo Seung soo,Newcastle,MID,4.4,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31852,28975,46,188,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,635,243,627,243,608,238,636,244,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,540,320,599,224,639,248,355,118,0.0,0.0
Gonçalo Manuel Guedes,Wolves,MID,5.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,783,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Real Sociedad permanently.,754,332,753,332,751,331,754,332,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,139,87,743,327,753,332,745,328,0.0,0.0
Boubacar B.Traore,Wolves,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,158,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined FC Metz on loan for the rest of the season.,733,318,731,318,723,316,733,318,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,262,161,713,307,732,318,757,335,0.0,0.0
Tom Edozie,Wolves,MID,4.3,0,0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,44419,51480,661,416,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,603,225,594,224,573,219,604,226,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,597,339,563,205,607,231,282,97,0.0,0.0
Dane Scarlett,Spurs,FWD,4.3,0,0,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52652,92254,399,702,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,588,58,578,57,554,57,589,58,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,570,77,547,49,594,58,235,36,0.0,0.0
Garang Kuol,Newcastle,MID,4.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2219,7113,0,20,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Sparta Prague permanently.,627,238,619,238,599,232,628,239,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,531,314,591,219,632,244,611,239,0.0,0.0
Leo Fuhr Hjelde,Sunderland,DEF,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,567,617,45,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,544,206,531,206,499,197,544,206,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,654,172,494,189,550,204,725,245,0.0,0.0
Carlos Miguel C.Miguel,Nott'm Forest,GKP,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,448,14796,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Palmeiras permanently.,543,71,530,60,498,45,543,71,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,653,56,493,66,549,71,512,76,0.0,0.0
Luís Hemir Luís Hemir,Sunderland,FWD,4.4,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5979,19594,0,45,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Moreirense on loan for the rest of the season.,625,66,617,65,597,65,626,66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,529,72,589,58,630,66,476,67,0.0,0.0
Nectarios Triantis,Sunderland,MID,4.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2951,8266,0,23,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Minnesota United permanently.,618,232,610,232,590,226,619,233,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,521,307,582,213,623,238,617,244,0.0,0.0
Jay Matete,Sunderland,MID,4.3,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25920,33434,527,295,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,590,215,580,214,556,208,591,216,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,573,328,549,197,596,223,351,116,0.0,0.0
